sample       total_count  b_cell%    cd8_t_cell%  cd4_t_cell%  nk_cell%   monocyte%   
sample02472  105554       7.79       28.65        29.92        11.12      22.52       
sample02473  110650       7.29       28.24        31.5         14.12      18.85       
sample02474  100389       10.43      27.68        35.42        17.01      9.47        
sample02475  95780        11.5       29.25        24.41        13.87      20.97       
sample02476  98795        9.65       22.86        29.92        17.65      19.93       
sample02477  101957       12.52      24.83        26.24        18.07      18.34       
sample02478  108880       11.42      15.63        41.38        10.04      21.53       
sample02479  90381        11.3       22.74        27.0         20.55      18.41       
sample02480  98695        12.65      21.07        32.21        15.56      18.51       
sample02481  98315        11.14      17.76        41.89        15.46      13.74       
sample02482  103424       12.07      25.93        29.19        11.1       21.71       
sample02483  94166        8.52       22.92        33.75        16.04      18.77       
sample02484  108847       12.12      28.82        27.94        11.58      19.53       
sample02485  100329       9.64       20.13        27.2         19.25      23.78       
sample02486  103161       12.34      21.9         36.74        15.72      13.3        
sample02487  97032        8.1        23.26        39.17        8.43       21.05       
sample02488  98447        6.86       23.42        29.13        13.13      27.46       
sample02489  107842       14.14      30.5         24.26        14.49      16.62       
sample02490  101823       9.87       26.2         26.61        18.16      19.16       
sample02491  97627        6.91       22.51        35.28        13.46      21.85       
sample02492  110915       7.42       30.34        35.38        11.48      15.38       
sample02493  90544        8.08       26.72        33.25        12.77      19.18       
sample02494  112193       11.22      16.79        33.01        11.15      27.83       
sample02495  93561        15.09      17.96        36.57        13.78      16.6        
sample02496  106555       8.57       32.93        31.01        8.65       18.82       
sample02497  99158        7.45       27.27        25.98        23.14      16.16       
sample02498  107871       9.15       30.79        19.62        19.45      21.0        
sample02499  94449        13.34      21.0         34.22        6.51       24.92       
sample02500  95981        9.95       23.22        30.22        17.08      19.53       
sample02501  96176        9.82       26.55        33.9         15.65      14.08       
sample02502  101553       10.36      23.81        26.08        15.41      24.34       
sample02503  97376        10.81      20.09        33.22        19.14      16.74       
sample02504  97069        7.37       24.09        33.5         16.36      18.67       
sample02505  93007        9.1        23.85        21.84        20.01      25.2        
sample02506  108650       10.78      25.24        31.93        15.12      16.93       
sample02507  104778       10.82      20.94        36.57        10.44      21.23       
sample02508  105805       11.49      20.43        33.51        19.62      14.94       
